URL,Domain,Subdomain,TLD,Path,Length,NumSpecialChars,Label
http://www.links4profit.com,links4profit,www,com,,27,5,spam
http://AkkaBay.com,AkkaBay,,com,,18,4,spam
http://www.links4profit.comHere,comHere,www.links4profit,,,31,5,spam
http://AkkaBay.com/links4profit/index.htmlVote,AkkaBay,,com,/links4profit/index.htmlVote,46,7,spam
http://AkkaBay.comIf,comIf,AkkaBay,,,20,4,spam
"http://www.BannersGoMLM.com"">www.BannersGoMLM.com</a></font></font></font><br><font",com<,"www.BannersGoMLM.com"">www.BannersGoMLM",,,83,24,spam
"http://www.ProfitBanners.com"">www.ProfitBanners.com</a></font></font></font><br><font",com<,"www.ProfitBanners.com"">www.ProfitBanners",,,85,24,spam
"http://www.CashPromotions.com"">www.CashPromotions.com</a></font></font></font><br><font",com<,"www.CashPromotions.com"">www.CashPromotions",,,87,24,spam
"http://www.MySiteInc.com"">www.MySiteInc.com</a></font></font></font><br><font",com<,"www.MySiteInc.com"">www.MySiteInc",,,77,24,spam
"http://www.TimsHomeTownStories.com"">www.TimsHomeTownStories.com</a></font></font></font><br><font",com<,"www.TimsHomeTownStories.com"">www.TimsHomeTownStories",,,97,24,spam
"http://www.FreeLinksNetwork.com"">www.FreeLinksNetwork.com</a></font></font></font><br><font",com<,"www.FreeLinksNetwork.com"">www.FreeLinksNetwork",,,91,24,spam
"http://www.MyShoppingPlace.com"">www.MyShoppingPlace.com</a></font></font></font><br><font",com<,"www.MyShoppingPlace.com"">www.MyShoppingPlace",,,89,24,spam
"http://www.BannerCo-op.com"">www.BannerCo-op.com</a></font></font></font><br><font",com<,"www.BannerCo-op.com"">www.BannerCo-op",,,81,26,spam
"http://www.PutPEEL.com"">www.PutPEEL.com</a></font></font></font><br><font",com<,"www.PutPEEL.com"">www.PutPEEL",,,73,24,spam
"http://www.PutPEEL.net"">www.PutPEEL.net</a></font></font></font><br><font",net<,"www.PutPEEL.net"">www.PutPEEL",,,73,24,spam
"http://www.SELLinternetACCESS.com"">www.SELLinternetACCESS.com</a></font></font></font><br><font",com<,"www.SELLinternetACCESS.com"">www.SELLinternetACCESS",,,95,24,spam
"http://www.Be-Your-Own-ISP.com"">www.Be-Your-Own-ISP.com</a></font></font></font><br><font",com<,"www.Be-Your-Own-ISP.com"">www.Be-Your-Own-ISP",,,89,30,spam
"http://www.SeventhPower.com"">www.SeventhPower.com</a></font></font></font><br><font",com<,"www.SeventhPower.com"">www.SeventhPower",,,83,24,spam
http://www.SELLinternetACCESS.com</font></font></font><br><font,com<,www.SELLinternetACCESS,,,63,17,spam
"http://www.SELLinternetACCESS.com"">click","com"">click",www.SELLinternetACCESS,,,40,7,spam
http://www.Find-Local-ISP.com,Find-Local-ISP,www,com,,29,7,spam
"http://www.Find-Local-ISP.com"">clickhere</a></font></font></font><br><font","com"">clickhere<",www.Find-Local-ISP,,,74,24,spam
"http://www.GSSGeomatics.com"">http://www.GSSGeomatics.com</a></font></font></font><p><font","com"">http",www.GSSGeomatics,,,89,27,spam
"http://www.ArmchairTycoon.com/profits2you"">http://www.ArmchairTycoon.com/profits2you</a></font></font></font><br><font",ArmchairTycoon,www,com,/profits2you</a></font></font></font><br><font,118,29,spam
"http://www.cashpo.net/CashPO/openpage.php4?c=2"">http://www.cashpo.net/CashPO/openpage.php4?c=2</a></font></font></font><br><font",cashpo,www,net,/CashPO/openpage.php4?c=2</a></font></font></font><br><font,128,37,spam
"http://www.wardsgiftshop.com"">http://www.wardsgiftshop.com</a>Trade","com"">http",www.wardsgiftshop,,,67,15,spam
"http://www.makecashonline.com"">http://www.makecashonline.com</a>GET","com"">http",www.makecashonline,,,67,15,spam
"http://orleantraders.4yoursuccess.org"">http://orleantraders.4yoursuccess.org</a></font></font></font><br><font","org"">http",orleantraders.4yoursuccess,,,110,27,spam
"http://bannersgomlm.com/ezine"">http://bannersgomlm.com/ezine</a></font></font></font></i><br><font",bannersgomlm,,com,/ezine</a></font></font></font></i><br><font,98,30,spam
"http://www.newlinepubs.com"">http://www.newlinepubs.com</a></font></font></font><br><font","com"">http",www.newlinepubs,,,88,27,spam
"http://netsbestinfo.homestead.com/nbi.html"">http://netsbestinfo.homestead.com/nbi.html</a></font></font></font><br><font",homestead,netsbestinfo,com,/nbi.html</a></font></font></font><br><font,120,31,spam
"http://www.BestWayToShop.com"">http://www.BestWayToShop.com</a></font></font></font><br><font","com"">http",www.BestWayToShop,,,92,27,spam
"http://www.wedeliverparties.com"">http://www.wedeliverparties.com</a></font></font></font><br><font","com"">http",www.wedeliverparties,,,98,27,spam
"http://www.EClassifiedshq.com"">http://www.EClassifiedshq.com</a></font></font></font><br><font","com"">http",www.EClassifiedshq,,,94,27,spam
"http://www.angelfire.com/fl3/mrstgifts"">http://www.angelfire.com/fl3/mrstgifts</a></font></font></font><br><font",angelfire,www,com,/fl3/mrstgifts</a></font></font></font><br><font,112,31,spam
"http://www.angelfire.com/fl3/mrstgifts"">ttp://www.angelfire.com/fl3/mrstgifts</a></font></font></font><br><font",angelfire,www,com,/fl3/mrstgifts</a></font></font></font><br><font,111,31,spam
"http://www.links4profit.com"">http://www.links4profit.com</a>by","com"">http",www.links4profit,,,62,15,spam
"http://AkkaBay.com"">http://AkkaBay.com</a","com"">http",AkkaBay,,,41,12,spam
"http://www.links4profit.com"">http://www.links4profit.com</a></font></font></font><p><font","com"">http",www.links4profit,,,89,27,spam
"http://AkkaBay.com/links4profit/index.html"">http://AkkaBay.com/links4profit/index.html</a></font></font></font><br><font",AkkaBay,,com,/links4profit/index.html</a></font></font></font><br><font,120,31,spam
"http://AkkaBay.com/links4profit/index2.html"">http://AkkaBay.com/links4profit/index2.html</a></font></font></font><br><font",AkkaBay,,com,/links4profit/index2.html</a></font></font></font><br><font,122,31,spam
"http://AkkaBay.com/links4profit/index3.html"">http://AkkaBay.com/links4profit/index3.html</a></font></font></font><br><font",AkkaBay,,com,/links4profit/index3.html</a></font></font></font><br><font,122,31,spam
"http://AkkaBay.com"">http://AkkaBay.com</a></font></font></font><p><font","com"">http",AkkaBay,,,71,25,spam
http://www.18w6j3g4wrr5s.com/user2/index.htm,18w6j3g4wrr5s,www,com,/user2/index.htm,44,8,spam
http://www.18w6j3g4wrr5s.com/remove,18w6j3g4wrr5s,www,com,/remove,35,6,spam
"http://vdfe.weedwaacker.com"">Click","com"">Click",vdfe.weedwaacker,,,34,7,spam
"http://rmkid.weedwaacker.com"">CLICK","com"">CLICK",rmkid.weedwaacker,,,35,7,spam
"http://216.49.109.1/95-2/index.htm""><b><font",216.49.109.1,,,,44,15,spam
"http://216.49.109.1/95-2/index.htm""><font",216.49.109.1,,,,41,13,spam
"http://216.49.109.1/95-2/index.htm""><b>Click",216.49.109.1,,,,44,14,spam
http://bible.onchina.net,onchina,bible,net,,24,5,spam
http://xent.com/mailman/listinfo/fork,xent,,com,/mailman/listinfo/fork,37,7,spam
http://usuarios.tripod.es/loan26/mort15.html,tripod,usuarios,es,/loan26/mort15.html,44,8,spam
"http://bannerco-op.com/freeseminar/ezine"">FREE",bannerco-op,,com,"/freeseminar/ezine"">FREE",46,9,spam
http://linkpaks.com/paidtosurf/Surfola.php,linkpaks,,com,/paidtosurf/Surfola.php,42,7,spam
http://linkpaks.com/paidtosurf/Surfola.php,linkpaks,,com,/paidtosurf/Surfola.php,42,7,spam
http://linkpaks.com/paidtosurf/Surfola.php,linkpaks,,com,/paidtosurf/Surfola.php,42,7,spam
http://www.anonymise.com,anonymise,www,com,,24,5,spam
http://www.anonymizer.com,anonymizer,www,com,,25,5,spam
"http://www.trafficmultipliers.com"">http://www.trafficmultipliers.com</a","com"">http",www.trafficmultipliers,,,71,14,spam
http://www.roibot.com/w.cgi?R8901_bd_shwc,roibot,www,com,/w.cgi?R8901_bd_shwc,41,10,spam
http://www.roibot.com/w.cgi?R8901_bd_shwc</a,roibot,www,com,/w.cgi?R8901_bd_shwc</a,44,12,spam
http://www.roibot.com/w.cgi?R4887_saa,roibot,www,com,/w.cgi?R4887_saa,37,9,spam
http://www.roibot.com/w.cgi?R4887_saa</a,roibot,www,com,/w.cgi?R4887_saa</a,40,11,spam
http://www.hitekhosting.net/cgi-bin/club_click.cgi?ID2932,hitekhosting,www,net,/cgi-bin/club_click.cgi?ID2932,57,11,spam
http://www.hitekhosting.net/cgi-bin/club_click.cgi?ID2932</a,hitekhosting,www,net,/cgi-bin/club_click.cgi?ID2932</a,60,13,spam
http://bannersgomlm.com/ezine,bannersgomlm,,com,/ezine,29,5,spam
http://bannersgomlm.com/ezine,bannersgomlm,,com,/ezine,29,5,spam
"http://www.BestWayToShop.com"">http://www.BestWayToShop.com</a><br","com"">http",www.BestWayToShop,,,65,16,spam
"http://www.wedeliverparties.com"">http://www.wedeliverparties.com</a><br","com"">http",www.wedeliverparties,,,71,16,spam
"http://www.EClassifiedshq.com"">http://www.EClassifiedshq.com</a","com"">http",www.EClassifiedshq,,,63,14,spam
"http://netsbestinfo.homestead.com/nbi.html"">http://netsbestinfo.homestead.com/nbi.html</a><br",homestead,netsbestinfo,com,/nbi.html</a><br,93,20,spam
http://www.links4profit.com,links4profit,www,com,,27,5,spam
"http://AkkaBay.com"">AkkaBay.com</a",com<,"AkkaBay.com"">AkkaBay",,,34,9,spam
"http://www.links4profit.com"">http://www.links4profit.com</a><p","com"">http",www.links4profit,,,62,16,spam
"http://AkkaBay.com/links4profit/index.html"">http://AkkaBay.com/links4profit/index.html</a><br",AkkaBay,,com,/links4profit/index.html</a><br,93,20,spam
"http://AkkaBay.com/links4profit/index2.html"">http://AkkaBay.com/links4profit/index2.html</a><br",AkkaBay,,com,/links4profit/index2.html</a><br,95,20,spam
"http://AkkaBay.com/links4profit/index3.html"">http://AkkaBay.com/links4profit/index3.html</a><br",AkkaBay,,com,/links4profit/index3.html</a><br,95,20,spam
http://AkkaBay.com,AkkaBay,,com,,18,4,spam
http://AkkaBay.com,AkkaBay,,com,,18,4,spam
http://ccprod.roving.com/roving/d.jsp?p=oo&id=bd7n7877.a4dfur67&m=bd7n7877&ea=jm@netnoteinc.com,roving,ccprod,com,/roving/d.jsp?p=oo&id=bd7n7877.a4dfur67&m=bd7n7877&ea=jm@netnoteinc.com,95,19,spam
http://ccprod.roving.com/roving/CCPrivacyPolicy.jsp,roving,ccprod,com,/roving/CCPrivacyPolicy.jsp,51,8,spam
www.constantcontact.com,constantcontact,www,com,,23,2,spam
http://ccprod.roving.com/roving/sa/o.jsp?id=bd7n7877.a4dfur67&o=http://ccprod.roving.com/roving/images/p1x1.gif,roving,ccprod,com,/roving/images/p1x1.gif,111,23,spam
http://ccprod.roving.com/roving/images/letters/gray-corner-tl.gif,roving,ccprod,com,/roving/images/letters/gray-corner-tl.gif,65,12,spam
http://ccprod.roving.com/roving/images/letters/spacer.gif,roving,ccprod,com,/roving/images/letters/spacer.gif,57,10,spam
"http://bannerco-op.com/freeseminar/ezine"">FREE",bannerco-op,,com,"/freeseminar/ezine"">FREE",46,9,spam
http://linkpaks.com/paidtosurf/Surfola.php,linkpaks,,com,/paidtosurf/Surfola.php,42,7,spam
http://linkpaks.com/paidtosurf/Surfola.php,linkpaks,,com,/paidtosurf/Surfola.php,42,7,spam
http://linkpaks.com/paidtosurf/Surfola.php,linkpaks,,com,/paidtosurf/Surfola.php,42,7,spam
http://www.anonymise.com,anonymise,www,com,,24,5,spam
http://www.anonymizer.com,anonymizer,www,com,,25,5,spam
"http://www.trafficmultipliers.com"">http://www.trafficmultipliers.com</a","com"">http",www.trafficmultipliers,,,71,14,spam
http://www.roibot.com/w.cgi?R8901_bd_shwc,roibot,www,com,/w.cgi?R8901_bd_shwc,41,10,spam
http://www.roibot.com/w.cgi?R8901_bd_shwc</a,roibot,www,com,/w.cgi?R8901_bd_shwc</a,44,12,spam
http://www.roibot.com/w.cgi?R4887_saa,roibot,www,com,/w.cgi?R4887_saa,37,9,spam
http://www.roibot.com/w.cgi?R4887_saa</a,roibot,www,com,/w.cgi?R4887_saa</a,40,11,spam
http://www.hitekhosting.net/cgi-bin/club_click.cgi?ID2932,hitekhosting,www,net,/cgi-bin/club_click.cgi?ID2932,57,11,spam
http://www.hitekhosting.net/cgi-bin/club_click.cgi?ID2932</a,hitekhosting,www,net,/cgi-bin/club_click.cgi?ID2932</a,60,13,spam
http://bannersgomlm.com/ezine,bannersgomlm,,com,/ezine,29,5,spam
http://bannersgomlm.com/ezine,bannersgomlm,,com,/ezine,29,5,spam
"http://www.BestWayToShop.com"">http://www.BestWayToShop.com</a><br","com"">http",www.BestWayToShop,,,65,16,spam
"http://www.wedeliverparties.com"">http://www.wedeliverparties.com</a><br","com"">http",www.wedeliverparties,,,71,16,spam
"http://www.EClassifiedshq.com"">http://www.EClassifiedshq.com</a","com"">http",www.EClassifiedshq,,,63,14,spam
"http://netsbestinfo.homestead.com/nbi.html"">http://netsbestinfo.homestead.com/nbi.html</a><br",homestead,netsbestinfo,com,/nbi.html</a><br,93,20,spam
http://www.links4profit.com,links4profit,www,com,,27,5,spam
"http://AkkaBay.com"">AkkaBay.com</a",com<,"AkkaBay.com"">AkkaBay",,,34,9,spam
"http://www.links4profit.com"">http://www.links4profit.com</a><p","com"">http",www.links4profit,,,62,16,spam
"http://AkkaBay.com/links4profit/index.html"">http://AkkaBay.com/links4profit/index.html</a><br",AkkaBay,,com,/links4profit/index.html</a><br,93,20,spam
"http://AkkaBay.com/links4profit/index2.html"">http://AkkaBay.com/links4profit/index2.html</a><br",AkkaBay,,com,/links4profit/index2.html</a><br,95,20,spam
"http://AkkaBay.com/links4profit/index3.html"">http://AkkaBay.com/links4profit/index3.html</a><br",AkkaBay,,com,/links4profit/index3.html</a><br,95,20,spam
http://AkkaBay.com,AkkaBay,,com,,18,4,spam
http://AkkaBay.com,AkkaBay,,com,,18,4,spam
http://ccprod.roving.com/roving/images/letters/red-corner-br.gif,roving,ccprod,com,/roving/images/letters/red-corner-br.gif,64,12,spam
"http://ccprod.roving.com/roving/sa/s.jsp?id=bd7n7877.a4dfur67"">Your",roving,ccprod,com,"/roving/sa/s.jsp?id=bd7n7877.a4dfur67"">Your",67,14,spam
"http://ccprod.roving.com/roving/d.jsp?p=oo&id=bd7n7877.a4dfur67&m=bd7n7877&ea=jm@netnoteinc.com"">edit</a",roving,ccprod,com,"/roving/d.jsp?p=oo&id=bd7n7877.a4dfur67&m=bd7n7877&ea=jm@netnoteinc.com"">edit</a",104,23,spam
"http://ccprod.roving.com/roving/d.jsp?p=oo&id=bd7n7877.a4dfur67&m=bd7n7877&ea=jm@netnoteinc.com"">unsubscribe</a",roving,ccprod,com,"/roving/d.jsp?p=oo&id=bd7n7877.a4dfur67&m=bd7n7877&ea=jm@netnoteinc.com"">unsubscribe</a",111,23,spam
"http://ccprod.roving.com/roving/CCPrivacyPolicy.jsp"">privacy",roving,ccprod,com,"/roving/CCPrivacyPolicy.jsp"">privacy",60,10,spam
http://www.constantcontact.com/index.jsp?cc=ctrlr,constantcontact,www,com,/index.jsp?cc=ctrlr,49,9,spam
http://ccprod.roving.com/roving/images/cc-logo-color-sm.gif,roving,ccprod,com,/roving/images/cc-logo-color-sm.gif,59,12,spam
http://www.cattiesinc.com,cattiesinc,www,com,,25,5,spam
http://internet.e-mail,e-mail,internet,,,22,5,spam
http://internet.e-mail,e-mail,internet,,,22,5,spam
http://membres.tripod.fr/zapote24,tripod,membres,fr,/zapote24,33,6,spam
"http://www.SELLinternetACCESS.com"">Click","com"">Click",www.SELLinternetACCESS,,,40,7,spam
"http://www.Find-Local-ISP.com"">Click","com"">Click",www.Find-Local-ISP,,,36,9,spam
http://www.BannersGoMLM.com,BannersGoMLM,www,com,,27,5,spam
http://www.ProfitBanners.com,ProfitBanners,www,com,,28,5,spam
http://www.CashPromotions.com,CashPromotions,www,com,,29,5,spam
http://www.MySiteInc.com,MySiteInc,www,com,,24,5,spam
http://www.TimsHomeTownStories.com,TimsHomeTownStories,www,com,,34,5,spam
http://www.FreeLinksNetwork.com,FreeLinksNetwork,www,com,,31,5,spam
http://www.MyShoppingPlace.com,MyShoppingPlace,www,com,,30,5,spam
http://www.BannerCo-op.com,BannerCo-op,www,com,,26,6,spam
http://www.PutPEEL.com,PutPEEL,www,com,,22,5,spam
http://www.PutPEEL.net,PutPEEL,www,net,,22,5,spam
http://www.SELLinternetACCESS.com,SELLinternetACCESS,www,com,,33,5,spam
http://www.Be-Your-Own-ISP.com,Be-Your-Own-ISP,www,com,,30,8,spam
http://www.SeventhPower.com,SeventhPower,www,com,,27,5,spam
http://www.keywordcount.com,keywordcount,www,com,,27,5,spam
"http://www.roibot.com/w.cgi?R18328_privatevault"">http://www.roibot.com/w.cgi?R18328_privatevault</a",roibot,www,com,/w.cgi?R18328_privatevault</a,99,22,spam
"http://www.businessmarketinginformation.com/ebookmarketing/"">http://www.businessmarketinginformation.com/ebookmarketing/</a",businessmarketinginformation,www,com,/ebookmarketing/</a,123,18,spam
"http://www.affiliates.uk.com"">http://www.affiliates.uk.com</a","com"">http",www.affiliates.uk,,,61,16,spam
"http://www.freepicklotto.com"">http://www.freepicklotto.com&nbsp;</a","com"">http",www.freepicklotto,,,67,16,spam
"http://www.cyberopps.com/?=BMLM99"">http://www.cyberopps.com/?=BMLM99</a",cyberopps,www,com,/?=BMLM99</a,71,20,spam
"http://www.adminder.com/c.cgi?start&bgmlmezine"">http://www.adminder.com/c.cgi?start&amp;bgmlmezine</a",adminder,www,com,/c.cgi?start&amp;bgmlmezine</a,101,23,spam
"http://www.treasuresoftomorrow.net"">http://www.treasuresoftomorrow.net</a","net"">http",www.treasuresoftomorrow,,,73,14,spam
"http://www.breath-of-life.net"">http://www.breath-of-life.net</a","net"">http",www.breath-of-life,,,63,18,spam
"http://bannersgomlm.com/ezine"">http://bannersgomlm.com/ezine</a",bannersgomlm,,com,/ezine</a,63,14,spam
"http://bannersgomlm.com/ezine"">Sponsorship",bannersgomlm,,com,"/ezine"">Sponsorship",42,7,spam
http://www.AEOpublishing.com,AEOpublishing,www,com,,28,5,spam
http://ccprod.roving.com/roving/d.jsp?p=oo&id=bd7n7877.6w8clu67&m=bd7n7877&ea=jm@netnoteinc.com,roving,ccprod,com,/roving/d.jsp?p=oo&id=bd7n7877.6w8clu67&m=bd7n7877&ea=jm@netnoteinc.com,95,19,spam
http://ccprod.roving.com/roving/CCPrivacyPolicy.jsp,roving,ccprod,com,/roving/CCPrivacyPolicy.jsp,51,8,spam
www.constantcontact.com,constantcontact,www,com,,23,2,spam
http://ccprod.roving.com/roving/sa/o.jsp?id=bd7n7877.6w8clu67&o=http://ccprod.roving.com/roving/images/p1x1.gif,roving,ccprod,com,/roving/images/p1x1.gif,111,23,spam
"http://www.SELLinternetACCESS.com"">Click","com"">Click",www.SELLinternetACCESS,,,40,7,spam
"http://www.Find-Local-ISP.com"">Click","com"">Click",www.Find-Local-ISP,,,36,9,spam
http://www.BannersGoMLM.com,BannersGoMLM,www,com,,27,5,spam
http://www.ProfitBanners.com,ProfitBanners,www,com,,28,5,spam
http://www.CashPromotions.com,CashPromotions,www,com,,29,5,spam
http://www.MySiteInc.com,MySiteInc,www,com,,24,5,spam
http://www.TimsHomeTownStories.com,TimsHomeTownStories,www,com,,34,5,spam
http://www.FreeLinksNetwork.com,FreeLinksNetwork,www,com,,31,5,spam
http://www.MyShoppingPlace.com,MyShoppingPlace,www,com,,30,5,spam
http://www.BannerCo-op.com,BannerCo-op,www,com,,26,6,spam
http://www.PutPEEL.com,PutPEEL,www,com,,22,5,spam
http://www.PutPEEL.net,PutPEEL,www,net,,22,5,spam
http://www.SELLinternetACCESS.com,SELLinternetACCESS,www,com,,33,5,spam
http://www.Be-Your-Own-ISP.com,Be-Your-Own-ISP,www,com,,30,8,spam
http://www.SeventhPower.com,SeventhPower,www,com,,27,5,spam
http://www.keywordcount.com,keywordcount,www,com,,27,5,spam
"http://www.roibot.com/w.cgi?R18328_privatevault"">http://www.roibot.com/w.cgi?R18328_privatevault</a",roibot,www,com,/w.cgi?R18328_privatevault</a,99,22,spam
"http://www.businessmarketinginformation.com/ebookmarketing/"">http://www.businessmarketinginformation.com/ebookmarketing/</a><br><p></font></td></tr><tr><td",businessmarketinginformation,www,com,/ebookmarketing/</a><br><p></font></td></tr><tr><td,155,35,spam
"http://www.affiliates.uk.com"">http://www.affiliates.uk.com</a","com"">http",www.affiliates.uk,,,61,16,spam
"http://www.freepicklotto.com"">http://www.freepicklotto.com&nbsp;</a","com"">http",www.freepicklotto,,,67,16,spam
"http://www.cyberopps.com/?=BMLM99"">http://www.cyberopps.com/?=BMLM99</a",cyberopps,www,com,/?=BMLM99</a,71,20,spam
"http://www.adminder.com/c.cgi?start&bgmlmezine"">http://www.adminder.com/c.cgi?start&amp;bgmlmezine</a",adminder,www,com,/c.cgi?start&amp;bgmlmezine</a,101,23,spam
"http://www.treasuresoftomorrow.net"">http://www.treasuresoftomorrow.net</a","net"">http",www.treasuresoftomorrow,,,73,14,spam
"http://www.breath-of-life.net"">http://www.breath-of-life.net</a","net"">http",www.breath-of-life,,,63,18,spam
"http://bannersgomlm.com/ezine"">http://bannersgomlm.com/ezine</a",bannersgomlm,,com,/ezine</a,63,14,spam
"http://bannersgomlm.com/ezine"">Sponsorship",bannersgomlm,,com,"/ezine"">Sponsorship",42,7,spam
"http://www.AEOpublishing.com""><font","com""><font",www.AEOpublishing,,,35,8,spam
"http://ccprod.roving.com/roving/sa/s.jsp?id=bd7n7877.6w8clu67"">Your",roving,ccprod,com,"/roving/sa/s.jsp?id=bd7n7877.6w8clu67"">Your",67,14,spam
"http://ccprod.roving.com/roving/d.jsp?p=oo&id=bd7n7877.6w8clu67&m=bd7n7877&ea=jm@netnoteinc.com"">edit</a",roving,ccprod,com,"/roving/d.jsp?p=oo&id=bd7n7877.6w8clu67&m=bd7n7877&ea=jm@netnoteinc.com"">edit</a",104,23,spam
"http://ccprod.roving.com/roving/d.jsp?p=oo&id=bd7n7877.6w8clu67&m=bd7n7877&ea=jm@netnoteinc.com"">unsubscribe</a",roving,ccprod,com,"/roving/d.jsp?p=oo&id=bd7n7877.6w8clu67&m=bd7n7877&ea=jm@netnoteinc.com"">unsubscribe</a",111,23,spam
"http://ccprod.roving.com/roving/CCPrivacyPolicy.jsp"">privacy",roving,ccprod,com,"/roving/CCPrivacyPolicy.jsp"">privacy",60,10,spam
http://www.constantcontact.com/index.jsp?cc=ccnws,constantcontact,www,com,/index.jsp?cc=ccnws,49,9,spam
http://ccprod.roving.com/roving/images/cc-logo-color-sm.gif,roving,ccprod,com,/roving/images/cc-logo-color-sm.gif,59,12,spam
"http://216.126.187.164/123/""><b>Click",216.126.187.164,,,,37,12,spam
http://nuew2.dyn.ee,dyn,nuew2,ee,,19,5,spam
http://nuew2.dyn.ee,dyn,nuew2,ee,,19,5,spam
http://nuew2.dyn.ee/remove.htm,dyn,nuew2,ee,/remove.htm,30,7,spam
http://www.RegisterNewExtensions.net,RegisterNewExtensions,www,net,,36,5,spam
http://www.RegisterNewExtensions.net,RegisterNewExtensions,www,net,,36,5,spam
"http://216.126.184.126/123/mor.htm"">Click",216.126.184.126,,,,41,11,spam
http://pharm5.onchina.net,onchina,pharm5,net,,25,5,spam
